"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Alpine County","County","1993","Annual","N","Final","360","310","50","13.1"
"Alameda County","County","1993","Annual","N","Final","677300","632000","45300","6.7"
"California","State","1994","Annual","N","Final","15253900","13931900","1322000","8.7"
"Los Angeles-Long Beach-Glendale MD","Metropolitan Area","1994","Annual","N","Final","4299400","3901300","398100","9.3"
"Los Angeles County","County","1994","Annual","N","Final","4299400","3901300","398100","9.3"
"Alameda County","County","1994","Annual","N","Final","679000","636900","42100","6.2"
"Alpine County","County","1994","Annual","N","Final","450","400","50","10.3"
"Anaheim-Santa Ana-Irvine MD","Metropolitan Area","1994","Annual","N","Final","1331400","1254500","77000","5.8"
"Orange County","County","1994","Annual","N","Final","1331400","1254500","77000","5.8"
"Bakersfield-Delano MSA","Metropolitan Area","1994","Annual","N","Final","265400","225000","40400","15.2"
"Kern County","County","1994","Annual","N","Final","265400","225000","40400","15.2"
"Amador County","County","1994","Annual","N","Final","12720","11680","1050","8.2"
"Calaveras County","County","1994","Annual","N","Final","14630","12970","1650","11.3"
"Chico MSA","Metropolitan Area","1994","Annual","N","Final","82800","74200","8600","10.4"
"Butte County","County","1994","Annual","N","Final","82800","74200","8600","10.4"
"Colusa County","County","1994","Annual","N","Final","8200","6630","1570","19.2"
"Contra Costa County","County","1994","Annual","N","Final","451200","423000","28200","6.3"
"El Centro MSA","Metropolitan Area","1994","Annual","N","Final","57500","42300","15300","26.5"
"Imperial County","County","1994","Annual","N","Final","57500","42300","15300","26.5"
"Del Norte County","County","1994","Annual","N","Final","10030","8800","1220","12.2"
"El Dorado County","County","1994","Annual","N","Final","70400","65300","5100","7.3"
"Fresno County","County","1994","Annual","N","Final","356000","304800","51300","14.4"
"Fresno MSA","Metropolitan Area","1994","Annual","N","Final","404500","345700","58700","14.5"
"Hanford-Corcoran MSA","Metropolitan Area","1994","Annual","N","Final","40900","35000","5900","14.3"
"Kings County","County","1994","Annual","N","Final","40900","35000","5900","14.3"
"Glenn County","County","1994","Annual","N","Final","11510","9640","1870","16.2"
"Humboldt County","County","1994","Annual","N","Final","59800","54600","5200","8.7"
"Inyo County","County","1994","Annual","N","Final","7170","6410","760","10.6"
"Lake County","County","1994","Annual","N","Final","22430","19610","2820","12.6"
"Lassen County","County","1994","Annual","N","Final","11170","9890","1280","11.4"
"Madera County","County","1994","Annual","N","Final","48400","40900","7500","15.5"
"Mariposa County","County","1994","Annual","N","Final","7240","6540","700","9.6"
"Mendocino County","County","1994","Annual","N","Final","40410","36490","3920","9.7"
"Merced MSA","Metropolitan Area","1994","Annual","N","Final","83600","70000","13600","16.3"
"Merced County","County","1994","Annual","N","Final","83600","70000","13600","16.3"
"Modesto MSA","Metropolitan Area","1994","Annual","N","Final","193300","162400","30900","16"
"Stanislaus County","County","1994","Annual","N","Final","193300","162400","30900","16"
"Modoc County","County","1994","Annual","N","Final","4270","3750","510","12"
"Mono County","County","1994","Annual","N","Final","6150","5510","640","10.4"
"Napa MSA","Metropolitan Area","1994","Annual","N","Final","57700","53700","4000","7"
"Napa County","County","1994","Annual","N","Final","57700","53700","4000","7"
"Nevada County","County","1994","Annual","N","Final","40930","37850","3080","7.5"
"Oakland-Fremont-Berkeley MD","Metropolitan Area","1994","Annual","N","Final","1130200","1059900","70300","6.2"
"Oxnard-Thousand Oaks-Ventura MSA","Metropolitan Area","1994","Annual","N","Final","379800","349500","30300","8"
"Ventura County","County","1994","Annual","N","Final","379800","349500","30300","8"
"Placer County","County","1994","Annual","N","Final","98400","91800","6600","6.7"
"Plumas County","County","1994","Annual","N","Final","9980","8540","1440","14.4"
"Redding MSA","Metropolitan Area","1994","Annual","N","Final","72500","63600","8800","12.2"
"Shasta County","County","1994","Annual","N","Final","72500","63600","8800","12.2"
"Riverside County","County","1994","Annual","N","Final","596500","532700","63800","10.7"
"Riverside-San Bernardino-Ontario MSA","Metropolitan Area","1994","Annual","N","Final","1266400","1144100","122300","9.7"
"Sacramento County","County","1994","Annual","N","Final","532000","493200","38800","7.3"
"Sacramento-Roseville-Folsom MSA","Metropolitan Area","1994","Annual","N","Final","787200","730800","56500","7.2"
"Salinas MSA","Metropolitan Area","1994","Annual","N","Final","174700","153000","21800","12.5"
"Monterey County","County","1994","Annual","N","Final","174700","153000","21800","12.5"
"San Benito County","County","1994","Annual","N","Final","22300","19200","3100","14.1"
"San Bernardino County","County","1994","Annual","N","Final","669900","611400","58500","8.7"
"San Diego-Chula Vista-Carlsbad MSA","Metropolitan Area","1994","Annual","N","Final","1225000","1137500","87500","7.1"
"San Diego County","County","1994","Annual","N","Final","1225000","1137500","87500","7.1"
"San Francisco County","County","1994","Annual","N","Final","401400","375400","26000","6.5"
"San Francisco-San Mateo-Redwood City MD","Metropolitan Area","1994","Annual","N","Final","770500","727000","43500","5.6"
"San Luis Obispo-Paso Robles MSA","Metropolitan Area","1994","Annual","N","Final","99700","92400","7200","7.3"
"San Luis Obispo County","County","1994","Annual","N","Final","99700","92400","7200","7.3"
"San Jose-Sunnyvale-Santa Clara MSA","Metropolitan Area","1994","Annual","N","Final","873000","815800","57200","6.6"
"San Mateo County","County","1994","Annual","N","Final","369100","351600","17500","4.7"
"San Rafael MD","Metropolitan Area","1994","Annual","N","Final","129100","123100","6000","4.7"
"Marin County","County","1994","Annual","N","Final","129100","123100","6000","4.7"
"Santa Cruz-Watsonville MSA","Metropolitan Area","1994","Annual","N","Final","140500","126700","13800","9.9"
"Santa Cruz County","County","1994","Annual","N","Final","140500","126700","13800","9.9"
"Santa Maria-Santa Barbara MSA","Metropolitan Area","1994","Annual","N","Final","195000","180800","14200","7.3"
"Santa Barbara County","County","1994","Annual","N","Final","195000","180800","14200","7.3"
"Santa Rosa-Petaluma MSA","Metropolitan Area","1994","Annual","N","Final","223600","210400","13200","5.9"
"Sonoma County","County","1994","Annual","N","Final","223600","210400","13200","5.9"
"Santa Clara County","County","1994","Annual","N","Final","850700","796600","54000","6.4"
"Sierra County","County","1994","Annual","N","Final","1780","1590","180","10.2"
"Stockton-Lodi MSA","Metropolitan Area","1994","Annual","N","Final","239900","208900","31000","12.9"
"San Joaquin County","County","1994","Annual","N","Final","239900","208900","31000","12.9"
"Siskiyou County","County","1994","Annual","N","Final","19380","16650","2730","14.1"
"Sutter County","County","1994","Annual","N","Final","34000","28300","5700","16.8"
"Tehama County","County","1994","Annual","N","Final","23870","21150","2720","11.4"
"Trinity County","County","1994","Annual","N","Final","5270","4480","790","15"
"Vallejo MSA","Metropolitan Area","1994","Annual","N","Final","174800","161300","13500","7.7"
"Solano County","County","1994","Annual","N","Final","174800","161300","13500","7.7"
"Visalia MSA","Metropolitan Area","1994","Annual","N","Final","161300","134700","26600","16.5"
"Tulare County","County","1994","Annual","N","Final","161300","134700","26600","16.5"
"Tuolumne County","County","1994","Annual","N","Final","20970","18620","2340","11.2"
"Yolo County","County","1994","Annual","N","Final","86500","80500","6000","6.9"
"Yuba City MSA","Metropolitan Area","1994","Annual","N","Final","56000","46700","9200","16.5"
"Yuba County","County","1994","Annual","N","Final","22000","18400","3500","16"
"California","State","1995","Annual","N","Final","15249600","14045200","1204400","7.9"
"Los Angeles-Long Beach-Glendale MD","Metropolitan Area","1995","Annual","N","Final","4284800","3937800","347000","8.1"
"Los Angeles County","County","1995","Annual","N","Final","4284800","3937800","347000","8.1"
"Yuba County","County","1995","Annual","N","Final","21000","17800","3100","15"
"Yuba City MSA","Metropolitan Area","1995","Annual","N","Final","55200","46200","9000","16.4"
"Yolo County","County","1995","Annual","N","Final","86500","80600","6000","6.9"
"Tuolumne County","County","1995","Annual","N","Final","20110","17920","2190","10.9"
"Visalia MSA","Metropolitan Area","1995","Annual","N","Final","159500","132900","26700","16.7"
"Tulare County","County","1995","Annual","N","Final","159500","132900","26700","16.7"
"Vallejo MSA","Metropolitan Area","1995","Annual","N","Final","171500","157900","13600","7.9"
"Solano County","County","1995","Annual","N","Final","171500","157900","13600","7.9"
"Trinity County","County","1995","Annual","N","Final","5270","4500","770","14.7"
"Tehama County","County","1995","Annual","N","Final","23040","20430","2610","11.3"
"Sutter County","County","1995","Annual","N","Final","34200","28400","5900","17.2"
"Siskiyou County","County","1995","Annual","N","Final","18830","16130","2700","14.3"
"Stockton-Lodi MSA","Metropolitan Area","1995","Annual","N","Final","239900","210400","29500","12.3"
"San Joaquin County","County","1995","Annual","N","Final","239900","210400","29500","12.3"
"Sierra County","County","1995","Annual","N","Final","1690","1530","160","9.7"
"Santa Clara County","County","1995","Annual","N","Final","859400","817000","42300","4.9"
"Santa Rosa-Petaluma MSA","Metropolitan Area","1995","Annual","N","Final","223300","211000","12400","5.5"
"Sonoma County","County","1995","Annual","N","Final","223300","211000","12400","5.5"
"Santa Maria-Santa Barbara MSA","Metropolitan Area","1995","Annual","N","Final","191400","178600","12900","6.7"
"Santa Barbara County","County","1995","Annual","N","Final","191400","178600","12900","6.7"
"Santa Cruz-Watsonville MSA","Metropolitan Area","1995","Annual","N","Final","138500","125600","12900","9.3"
"Santa Cruz County","County","1995","Annual","N","Final","138500","125600","12900","9.3"
"San Rafael MD","Metropolitan Area","1995","Annual","N","Final","127500","122000","5500","4.3"
"Marin County","County","1995","Annual","N","Final","127500","122000","5500","4.3"
"San Mateo County","County","1995","Annual","N","Final","366600","351100","15500","4.2"
"San Jose-Sunnyvale-Santa Clara MSA","Metropolitan Area","1995","Annual","N","Final","882300","836800","45400","5.1"
"San Luis Obispo-Paso Robles MSA","Metropolitan Area","1995","Annual","N","Final","100700","94100","6600","6.6"
"San Luis Obispo County","County","1995","Annual","N","Final","100700","94100","6600","6.6"
"San Francisco-San Mateo-Redwood City MD","Metropolitan Area","1995","Annual","N","Final","761300","721900","39400","5.2"
"San Francisco County","County","1995","Annual","N","Final","394700","370800","23900","6.1"
"San Diego-Chula Vista-Carlsbad MSA","Metropolitan Area","1995","Annual","N","Final","1223100","1145300","77800","6.4"
"San Diego County","County","1995","Annual","N","Final","1223100","1145300","77800","6.4"
"San Bernardino County","County","1995","Annual","N","Final","674800","621500","53300","7.9"
"San Benito County","County","1995","Annual","N","Final","22900","19800","3100","13.6"
"Salinas MSA","Metropolitan Area","1995","Annual","N","Final","174400","152800","21600","12.4"
"Monterey County","County","1995","Annual","N","Final","174400","152800","21600","12.4"
"Sacramento-Roseville-Folsom MSA","Metropolitan Area","1995","Annual","N","Final","794600","741000","53600","6.8"
"Sacramento County","County","1995","Annual","N","Final","534100","497700","36400","6.8"
"Riverside-San Bernardino-Ontario MSA","Metropolitan Area","1995","Annual","N","Final","1281400","1170500","110800","8.6"
"Riverside County","County","1995","Annual","N","Final","606500","549000","57500","9.5"
"Redding MSA","Metropolitan Area","1995","Annual","N","Final","72000","63800","8200","11.3"
"Shasta County","County","1995","Annual","N","Final","72000","63800","8200","11.3"
"Plumas County","County","1995","Annual","N","Final","9730","8440","1290","13.2"
"Placer County","County","1995","Annual","N","Final","101900","95600","6300","6.2"
"Oxnard-Thousand Oaks-Ventura MSA","Metropolitan Area","1995","Annual","N","Final","378800","350500","28200","7.5"
"Ventura County","County","1995","Annual","N","Final","378800","350500","28200","7.5"
"Oakland-Fremont-Berkeley MD","Metropolitan Area","1995","Annual","N","Final","1128100","1063400","64700","5.7"
"Nevada County","County","1995","Annual","N","Final","40090","37050","3040","7.6"
"Napa MSA","Metropolitan Area","1995","Annual","N","Final","57200","53700","3600","6.2"
